"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","Change","Sig","pSelected"
"ENSG00000177425.11",1267.10374680518,-0.0365902876730951,0.0801843881448365,-0.456326830192959,0.648154973198736,0.873205640517314,"Stable","Stable",0.873205640517314
"ENSG00000125817.8",5698.87484014575,-0.0436494237081163,0.0956394100893492,-0.456395785663439,0.648105395715363,0.873205640517314,"Stable","Stable",0.873205640517314
"ENSG00000122299.12",1061.71043693425,-0.0475796378116443,0.104260217067068,-0.456354678228201,0.648134950879335,0.873205640517314,"Stable","Stable",0.873205640517314
"ENSG00000100359.21",104.500672731788,-0.0905989762446568,0.19857726338874,-0.456240431047223,0.64821709450709,0.873205640517314,"Stable","Stable",0.873205640517314
"ENSG00000272931.1",9.80882370483366,-0.214080675672752,0.469294994789501,-0.456175066961403,0.648264093155931,0.873205640517314,"Stable","Stable",0.873205640517314
"ENSG00000256091.1",9.65452500778981,-0.250125897203715,0.548386717883271,-0.456112245331508,0.648309265026879,0.873205640517314,"Stable","Stable",0.873205640517314
"ENSG00000232453.7",16.4416259808194,0.238395520315564,0.522994709255364,0.455827785820224,0.648513821736403,0.873357118494344,"Stable","Stable",0.873357118494344
"ENSG00000144655.15",932.093338209076,0.0299018007115635,0.0655920522521881,0.455875364237685,0.648479605935168,0.873357118494344,"Stable","Stable",0.873357118494344
"ENSG00000231603.1",9.49817858566627,0.273658408547248,0.602652803160463,0.454089663421649,0.649764292731346,0.873361862900932,"Stable","Stable",0.873361862900932
"ENSG00000270625.1",17.1545773610918,0.270294689157187,0.593928629940076,0.45509624478695,0.649039999505434,0.873361862900932,"Stable","Stable",0.873361862900932
"ENSG00000231610.1",120.468775924876,0.114593483966178,0.252403940652808,0.454008299830017,0.64982285299102,0.873361862900932,"Stable","Stable",0.873361862900932
"ENSG00000092607.15",187.889923454669,0.1021168024154,0.224299054189523,0.455270766898179,0.648914454528052,0.873361862900932,"Stable","Stable",0.873361862900932
"ENSG00000235787.1",104.920212042943,0.101252471164825,0.222756335668834,0.454543619874203,0.649437603907414,0.873361862900932,"Stable","Stable",0.873361862900932
"ENSG00000204954.10",402.245003643065,0.0930906357094456,0.204549668541409,0.455100398711232,0.649037011204717,0.873361862900932,"Stable","Stable",0.873361862900932
"ENSG00000226261.1",162.044270483308,0.0765787118427178,0.168248315983902,0.455152917251456,0.648999230263902,0.873361862900932,"Stable","Stable",0.873361862900932
"ENSG00000100393.15",2796.94675033605,0.0590134220154118,0.129507025556294,0.455677379369351,0.64862199072791,0.873361862900932,"Stable","Stable",0.873361862900932
"ENSG00000197122.13",206.537179557927,0.0535652980948453,0.117618342861938,0.455416194374723,0.648809846811248,0.873361862900932,"Stable","Stable",0.873361862900932
"ENSG00000136811.17",1446.72988788373,0.0447416029073714,0.0982410602983843,0.455426710292817,0.648802282854627,0.873361862900932,"Stable","Stable",0.873361862900932
"ENSG00000143774.18",2532.07656852988,0.039109217961977,0.0860506485251288,0.454490682316661,0.649475696840679,0.873361862900932,"Stable","Stable",0.873361862900932
"ENSG00000163785.14",764.187945462071,0.0354131047418614,0.0779165847608181,0.454500217772245,0.649468835227246,0.873361862900932,"Stable","Stable",0.873361862900932
"ENSG00000188610.12",796.033058296317,0.0278015526151523,0.0612250775463689,0.454087666840384,0.649765729715729,0.873361862900932,"Stable","Stable",0.873361862900932
"ENSG00000170852.12",1382.98197363729,0.0268280078122279,0.0590009714750515,0.454704509798997,0.649321835980101,0.873361862900932,"Stable","Stable",0.873361862900932
"ENSG00000143106.13",1744.70179714774,0.0197005234687638,0.0433042332519322,0.454932970505483,0.649157462224056,0.873361862900932,"Stable","Stable",0.873361862900932
"ENSG00000114446.5",1044.37469954274,-0.027438550795996,0.0604445028351879,-0.453946173911163,0.649867568672497,0.873361862900932,"Stable","Stable",0.873361862900932
"ENSG00000198721.13",1272.35676702151,-0.0314081694025007,0.0691729574909616,-0.454052718601842,0.649790882959002,0.873361862900932,"Stable","Stable",0.873361862900932
"ENSG00000141522.12",17058.4603630741,-0.0338944110460238,0.0744665971626672,-0.455162614346185,0.648992254438349,0.873361862900932,"Stable","Stable",0.873361862900932
"ENSG00000102878.18",186.065020924823,-0.052097017091501,0.114687290358087,-0.454252750490825,0.649646919704256,0.873361862900932,"Stable","Stable",0.873361862900932
"ENSG00000149600.12",670.543952472234,-0.0538420411162232,0.118370035194378,-0.454862085897058,0.649208460717301,0.873361862900932,"Stable","Stable",0.873361862900932
"ENSG00000123552.18",240.45264915922,-0.0609517728672349,0.13430266296368,-0.453838900303252,0.649944782772534,0.873361862900932,"Stable","Stable",0.873361862900932
"ENSG00000288709.1",291.535735190854,-0.0735033290532675,0.161600903160081,-0.454844791185698,0.649220903783987,0.873361862900932,"Stable","Stable",0.873361862900932
"ENSG00000240759.1",106.189811627528,-0.120702496533036,0.265569442422047,-0.454504461929825,0.649465781185705,0.873361862900932,"Stable","Stable",0.873361862900932
"ENSG00000232445.2",35.6490184221287,-0.13218319142356,0.291030194922032,-0.45419064320447,0.649691617012741,0.873361862900932,"Stable","Stable",0.873361862900932
"ENSG00000225528.4",32.3055963422651,-0.144418368622041,0.317810324494346,-0.454416856506531,0.649528822122609,0.873361862900932,"Stable","Stable",0.873361862900932
"ENSG00000078596.11",13.0706974892565,-0.191301817193683,0.421511478669408,-0.453847230442142,0.649938786715976,0.873361862900932,"Stable","Stable",0.873361862900932
"ENSG00000085465.13",31.3841917140255,-0.237755770977929,0.523152507734195,-0.454467420996725,0.649492435566321,0.873361862900932,"Stable","Stable",0.873361862900932
"ENSG00000253958.2",32.200843132847,-0.24727626636685,0.544168749422255,-0.454411001420762,0.64953303553677,0.873361862900932,"Stable","Stable",0.873361862900932
"ENSG00000182993.5",24.6961467007713,-0.270030889930592,0.592570728209062,-0.45569394010857,0.648610080247444,0.873361862900932,"Stable","Stable",0.873361862900932
"ENSG00000210194.1",20.1104377532644,-0.279760352441202,0.615658370199206,-0.454408428412468,0.649534887118586,0.873361862900932,"Stable","Stable",0.873361862900932
"ENSG00000070748.19",9.06916031050851,-0.284883656849346,0.626088677335955,-0.455021256831449,0.649093946226962,0.873361862900932,"Stable","Stable",0.873361862900932
"ENSG00000213747.2",13.7918224801538,-0.173230041961003,0.381783127662604,-0.453739386079136,0.650016415133716,0.8733962415586,"Stable","Stable",0.8733962415586
"ENSG00000075089.10",445.517649592754,0.0415241078602934,0.0915287298197228,0.453672939000467,0.650064246892453,0.873398637869884,"Stable","Stable",0.873398637869884
"ENSG00000109083.14",381.289023852732,0.0693085416123634,0.152822315659622,0.453523697198341,0.650171683476018,0.8734192450237,"Stable","Stable",0.8734192450237
"ENSG00000005100.13",1173.81166345563,-0.0777290313959636,0.171385977786327,-0.453532035700559,0.650165680541148,0.8734192450237,"Stable","Stable",0.8734192450237
"ENSG00000121101.16",15.5166906387563,0.197424330542692,0.435561663609006,0.453263790267628,0.650358803323992,0.873435722254667,"Stable","Stable",0.873435722254667
"ENSG00000171798.19",79.7888126049632,0.131304274906237,0.289611429538469,0.453380845899233,0.650274526459022,0.873435722254667,"Stable","Stable",0.873435722254667
"ENSG00000124399.4",1323.21231425362,0.0358260568531236,0.0790302253264114,0.453320950372525,0.650317649047386,0.873435722254667,"Stable","Stable",0.873435722254667
"ENSG00000244730.1",36.7427751713611,-0.109128133988422,0.240767654417916,-0.453250808345714,0.650368150229486,0.873435722254667,"Stable","Stable",0.873435722254667
"ENSG00000267681.1",13.805698051727,-0.247164531773868,0.545518977171323,-0.453081454756147,0.650490088830808,0.873537632034405,"Stable","Stable",0.873537632034405
"ENSG00000136436.15",2560.89754611981,0.0248113349056112,0.0547955152208577,0.452798642472967,0.650693741240822,0.873563716740846,"Stable","Stable",0.873563716740846
"ENSG00000119705.10",525.799063116205,-0.0854721374570075,0.188760063016221,-0.452808375305863,0.650686732219056,0.873563716740846,"Stable","Stable",0.873563716740846
"ENSG00000275004.4",29.5788591508179,-0.119940941241911,0.264881326661672,-0.45281010463644,0.650685486858704,0.873563716740846,"Stable","Stable",0.873563716740846
"ENSG00000260743.1",14.9417615554986,-0.271044095205141,0.598476173556698,-0.452890369209431,0.650627686191495,0.873563716740846,"Stable","Stable",0.873563716740846
"ENSG00000156384.15",177.479791634942,-0.124048388885131,0.274001530701872,-0.45272881712512,0.650744026312292,0.873569392530628,"Stable","Stable",0.873569392530628
"ENSG00000271662.1",14.3064003676961,0.314953316025276,0.695920273250564,0.452570974192439,0.650857703543121,0.873570207255319,"Stable","Stable",0.873570207255319
"ENSG00000100503.27",2384.44918030518,0.049216429577802,0.108730017737682,0.452648041468547,0.650802199286153,0.873570207255319,"Stable","Stable",0.873570207255319
"ENSG00000235444.2",1182.44663139625,-0.0640312337509097,0.141494193994348,-0.452536121400623,0.650882805342551,0.873570207255319,"Stable","Stable",0.873570207255319
"ENSG00000162236.13",794.593018447105,0.043138337759087,0.0953444282318153,0.452447390572239,0.650946713156587,0.873594163195428,"Stable","Stable",0.873594163195428
"ENSG00000079335.20",186.786378892431,0.0941446701903371,0.208135989701161,0.452322879505409,0.651036395785598,0.873652704037458,"Stable","Stable",0.873652704037458
"ENSG00000196741.5",20.5179006643906,0.227019024486242,0.502313933999532,0.451946500226794,0.651307524348018,0.873892884430451,"Stable","Stable",0.873892884430451
"ENSG00000169398.20",2837.02704751139,-0.0277014566412326,0.0612861248065494,-0.452002092295322,0.651267475143795,0.873892884430451,"Stable","Stable",0.873892884430451
"ENSG00000233276.9",2212.37891556271,0.0550010503617401,0.121765057867076,0.451698141693339,0.651486457152609,0.874009310568223,"Stable","Stable",0.874009310568223
"ENSG00000108039.18",1684.54431175251,0.0344745416998115,0.0763120382410394,0.451757579727069,0.651443632499793,0.874009310568223,"Stable","Stable",0.874009310568223
"ENSG00000280433.2",256.097683200643,-0.100234810319578,0.222154872821422,-0.451193390658378,0.651850172775548,0.874373566268304,"Stable","Stable",0.874373566268304
"ENSG00000227110.7",42.7100114482644,-0.107163745144348,0.237503616975243,-0.451208897401841,0.651838997627344,0.874373566268304,"Stable","Stable",0.874373566268304
"ENSG00000213107.2",19.0225763079005,0.217862371033561,0.483115659617843,0.450952824021261,0.652023550449236,0.874420609585707,"Stable","Stable",0.874420609585707
"ENSG00000227057.10",227.007033684408,0.0769812755224902,0.17068065410818,0.451025196292594,0.651971389384154,0.874420609585707,"Stable","Stable",0.874420609585707
"ENSG00000277156.1",274.405797039434,-0.104178505112973,0.23099604573269,-0.450996919806711,0.651991768970526,0.874420609585707,"Stable","Stable",0.874420609585707
"ENSG00000229833.11",51.619913409035,0.207694464469848,0.460785745962886,0.450739777194794,0.652177110152319,0.874564709294333,"Stable","Stable",0.874564709294333
"ENSG00000231650.1",13.1799682069396,0.194200374229792,0.431033137074346,0.450546274812964,0.65231659540767,0.874574638381881,"Stable","Stable",0.874574638381881
"ENSG00000204438.11",84.041417417842,-0.117076236132581,0.25980515119098,-0.450630927046245,0.652255572758433,0.874574638381881,"Stable","Stable",0.874574638381881
"ENSG00000110455.14",182.67552451213,-0.13177665164407,0.292487575373687,-0.450537604804957,0.652322845425659,0.874574638381881,"Stable","Stable",0.874574638381881
"ENSG00000169031.21",29.2781955394928,0.126005943744297,0.279902231905394,0.450178417251371,0.652581797281458,0.874859976607111,"Stable","Stable",0.874859976607111
"ENSG00000215873.2",45.8309269494859,-0.135224930685071,0.300437571783558,-0.450093275226209,0.652643185519469,0.874880436762157,"Stable","Stable",0.874880436762157
"ENSG00000287538.1",70.7613947046374,0.0964170539128558,0.214262857499545,0.449994250230984,0.65271458647472,0.874914315312086,"Stable","Stable",0.874914315312086
"ENSG00000215034.4",55.7958650554828,0.145545292502041,0.323514327442788,0.449888243443499,0.652791025105673,0.874954941218238,"Stable","Stable",0.874954941218238
"ENSG00000135749.20",953.69837991609,0.0547092589700469,0.121651261770678,0.449722084043632,0.652910845495675,0.874958975915813,"Stable","Stable",0.874958975915813
"ENSG00000266501.1",363.437373918092,0.0466760826568124,0.103795634183098,0.44969215732595,0.652932427116171,0.874958975915813,"Stable","Stable",0.874958975915813
"ENSG00000249947.2",17.7594230590454,-0.229816054819276,0.510987670799696,-0.449748727713162,0.652891631686258,0.874958975915813,"Stable","Stable",0.874958975915813
"ENSG00000174943.11",430.940267120284,0.0837537885805654,0.186339584292755,0.449468581238118,0.65309366796221,0.875113217961091,"Stable","Stable",0.875113217961091
"ENSG00000236609.4",531.64653344235,-0.0728130108329947,0.162021676373033,-0.449402897581139,0.653141041440749,0.875114872351419,"Stable","Stable",0.875114872351419
"ENSG00000274104.2",56.6945347729696,0.0912024633262179,0.203010064160918,0.449250945775403,0.653250640052547,0.875138076697037,"Stable","Stable",0.875138076697037
"ENSG00000112679.15",274.61030620783,-0.0583470636283798,0.129868992541502,-0.449276324444683,0.65323233460365,0.875138076697037,"Stable","Stable",0.875138076697037
"ENSG00000104853.16",3651.01476857525,0.0311199565595873,0.069296379760812,0.449084882457107,0.653370425462318,0.875161826853466,"Stable","Stable",0.875161826853466
"ENSG00000147130.14",1682.16711198364,0.0309532992400813,0.0689428344956002,0.448970505296771,0.653452933616217,0.875161826853466,"Stable","Stable",0.875161826853466
"ENSG00000226781.1",3057.52770852285,-0.041656341472938,0.0927796209068362,-0.448981587398021,0.653444939144966,0.875161826853466,"Stable","Stable",0.875161826853466
"ENSG00000204071.11",18.7519888158902,-0.23401661068327,0.521202047590141,-0.448994035547793,0.653435959273049,0.875161826853466,"Stable","Stable",0.875161826853466
