ONTOLOGY,ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,geneID,Count
BP,GO:0043567,regulation of insulin-like growth factor receptor signaling pathway,8/453,25/18888,7.779727945166647e-8,3.2425906075454584e-4,2.6713129007509056e-4,IGFBP5/IGFBP3/WNT1/BMP5/IGFBP6/BMP2/CILP/CDH3,8
BP,GO:0010038,response to metal ion,27/453,360/18888,1.8962233532901468e-7,3.951729468256666e-4,3.2555160939118203e-4,NDRG1/MTTP/EGFR/HOMER1/PCSK1/PGAM2/KCNK3/TH/SYT4/RYR3/SMPD3/SHH/SYT12/SYT7/CPNE4/DRD2/RASGRP2/NFATC4/ANK3/SCN5A/TESMIN/GIPR/RASAL1/AQP1/CEBPA/SYT13/TCIRG1,27
BP,GO:0030198,extracellular matrix organization,25/453,332/18888,5.023587688706434e-7,4.682230198497075e-4,3.8573176349877413e-4,COL4A5/EMILIN1/COL5A1/ADAMTS3/ADAMTS9/CSGALNACT1/SMPD3/MMP24/FBLN1/COL27A1/GAS6/COL4A6/BMP2/CARMIL2/SERPINF2/COL12A1/ADAMTS2/WT1/KIF9/ADAMTS14/COL4A3/LCP1/FOXF1/COL14A1/ADAMTSL2,25
BP,GO:0043062,extracellular structure organization,25/453,333/18888,5.312601595340423e-7,4.682230198497075e-4,3.8573176349877413e-4,COL4A5/EMILIN1/COL5A1/ADAMTS3/ADAMTS9/CSGALNACT1/SMPD3/MMP24/FBLN1/COL27A1/GAS6/COL4A6/BMP2/CARMIL2/SERPINF2/COL12A1/ADAMTS2/WT1/KIF9/ADAMTS14/COL4A3/LCP1/FOXF1/COL14A1/ADAMTSL2,25
BP,GO:0045229,external encapsulating structure organization,25/453,334/18888,5.61687883696866e-7,4.682230198497075e-4,3.8573176349877413e-4,COL4A5/EMILIN1/COL5A1/ADAMTS3/ADAMTS9/CSGALNACT1/SMPD3/MMP24/FBLN1/COL27A1/GAS6/COL4A6/BMP2/CARMIL2/SERPINF2/COL12A1/ADAMTS2/WT1/KIF9/ADAMTS14/COL4A3/LCP1/FOXF1/COL14A1/ADAMTSL2,25
BP,GO:0071248,cellular response to metal ion,18/453,200/18888,1.6642303292069777e-6,0.0010928866522780007,9.00342524429447e-4,EGFR/KCNK3/TH/SYT4/RYR3/SMPD3/SHH/SYT12/SYT7/CPNE4/RASGRP2/NFATC4/ANK3/SCN5A/RASAL1/AQP1/CEBPA/SYT13,18
BP,GO:0061448,connective tissue development,22/453,288/18888,1.9251575275375894e-6,0.0010928866522780007,9.00342524429447e-4,UBB/DLX2/COL5A1/WNT7A/PDGFB/CSGALNACT1/SMPD3/CHI3L1/WNT10B/BMP5/COL27A1/FOXD1/BMP2/CCN3/RORC/GDF6/UMODL1/WT1/RFLNA/ZNF664-RFLNA/NOG/BMPR1B,22
BP,GO:0031589,cell-substrate adhesion,25/453,359/18888,2.097671117616124e-6,0.0010928866522780007,9.00342524429447e-4,EMILIN1/L1CAM/PDGFB/FAM107A/ADAMTS9/ARHGAP6/WNT1/THSD1/SERPINE1/SFRP1/FBLN1/TRIP6/ST6GAL1/GAS6/SRCIN1/NEXMIF/GBP1/SMAD6/APOD/ITGA2/ITGA10/WNT4/OLFM4/FOXF1/AXL,25
BP,GO:0006836,neurotransmitter transport,18/453,206/18888,2.5427670204149185e-6,0.0011511535248049298,9.483439736119002e-4,NRXN2/RIMS3/GABRQ/WNT7A/GRIK5/TH/SYT4/CPLX2/SLC1A2/SYT12/SYT7/DRD2/CADPS2/SNPH/SLC17A8/RPH3A/SLC6A11/ATP1A2,18
BP,GO:0048705,skeletal system morphogenesis,19/453,229/18888,2.9023726911367743e-6,0.0011511535248049298,9.483439736119002e-4,DLX2/WNT7A/RDH10/CSGALNACT1/SMPD3/SFRP1/WNT10B/ALPL/EYA1/COL27A1/HOXD10/DSCAML1/HOXD9/PAX5/HOXB7/RFLNA/ZNF664-RFLNA/NOG/BMPR1B,19
BP,GO:0050804,modulation of chemical synaptic transmission,30/453,493/18888,3.2839237474864445e-6,0.0011511535248049298,9.483439736119002e-4,RIMS3/EGFR/HOMER1/NSG1/WNT7A/GRIK5/FAM107A/SYT4/CPLX2/GRIK1/SYT12/SYT7/JPH3/NEURL1/DRD2/SLC8A3/DLGAP3/NFATC4/SHANK2/RASGRF1/GRM2/CACNA1A/PLPPR4/CCL2/ATP1A2/CLSTN2/CYP46A1/SORCS2/NEFH/NOG,30
BP,GO:0099177,regulation of trans-synaptic signaling,30/453,494/18888,3.4197459723045612e-6,0.0011511535248049298,9.483439736119002e-4,RIMS3/EGFR/HOMER1/NSG1/WNT7A/GRIK5/FAM107A/SYT4/CPLX2/GRIK1/SYT12/SYT7/JPH3/NEURL1/DRD2/SLC8A3/DLGAP3/NFATC4/SHANK2/RASGRF1/GRM2/CACNA1A/PLPPR4/CCL2/ATP1A2/CLSTN2/CYP46A1/SORCS2/NEFH/NOG,30
BP,GO:0050878,regulation of body fluid levels,25/453,370/18888,3.5904500533743006e-6,0.0011511535248049298,9.483439736119002e-4,EGFR/EMILIN1/PDGFB/VAV3/SERPINE1/SHH/FBLN1/NEURL1/DRD2/GAS6/PRSS56/KCNN4/SERPINF2/NPR3/NPR1/TPH1/AQP1/SCNN1G/ITGA2/TSPAN18/PLA2G4A/PLEK/F11R/AXL/MYL9,25
BP,GO:0048167,regulation of synaptic plasticity,18/453,216/18888,4.969360260242256e-6,0.0014794495403349804,0.0012188009901436272,RIMS3/NSG1/FAM107A/SYT4/CPLX2/SYT12/SYT7/JPH3/NEURL1/DRD2/SLC8A3/NFATC4/SHANK2/RASGRF1/GRM2/CYP46A1/SORCS2/NOG,18
BP,GO:0023061,signal release,29/453,487/18888,7.269605478820454e-6,0.002019981042381577,0.0016641019699587592,NRXN2/RIMS3/EGFR/WNT7A/SPP1/GRIK5/PTPRN/SYT4/CPLX2/SMPD3/SYT12/NNAT/SFRP1/SYT7/GLP1R/DRD2/NOS2/FOXD1/CCN3/GIPR/CADPS2/SNPH/AQP1/GRM2/RPH3A/PLA2G4A/SYT13/TCIRG1/GCK,29
BP,GO:0071241,cellular response to inorganic substance,18/453,229/18888,1.1160629321172278e-5,0.0026582416860503025,0.002189914228683727,EGFR/KCNK3/TH/SYT4/RYR3/SMPD3/SHH/SYT12/SYT7/CPNE4/RASGRP2/NFATC4/ANK3/SCN5A/RASAL1/AQP1/CEBPA/SYT13,18
BP,GO:0051592,response to calcium ion,14/453,146/18888,1.1502898079550427e-5,0.0026582416860503025,0.002189914228683727,MTTP/EGFR/HOMER1/PCSK1/SYT4/RYR3/SYT12/SYT7/CPNE4/RASGRP2/SCN5A/GIPR/RASAL1/SYT13,14
BP,GO:0002685,regulation of leukocyte migration,18/453,230/18888,1.184545551129142e-5,0.0026582416860503025,0.002189914228683727,EMILIN1/SERPINE1/TNFAIP6/SPNS2/SMPD3/BMP5/GAS6/PRSS56/MSTN/CCN3/CMKLR1/CD74/IL33/APOD/ITGA2/RARRES2/IL34/CCL2,18
BP,GO:0001658,branching involved in ureteric bud morphogenesis,9/453,60/18888,1.2117704422974027e-5,0.0026582416860503025,0.002189914228683727,WNT1/SHH/EYA1/FOXD1/BMP2/WT1/WNT4/HOXB7/NOG,9
BP,GO:0048880,sensory system development,25/453,403/18888,1.571219509255319e-5,0.003274421457288085,0.0026975358101004477,EGFR/CRYAB/DLX2/DCX/DLX1/EPHA2/TUB/COL5A1/WNT7A/RDH10/TH/NKD1/NHS/SHH/DRD2/PRSS56/SAMD11/MYO7A/WT1/AQP1/SLC17A8/TCIRG1/TMEM132E/LAMC3/BMPR1B,25
BP,GO:0060395,SMAD protein signal transduction,11/453,95/18888,1.7065728393061277e-5,0.0033871407591561623,0.0027903962916373875,EMILIN1/SMAD9/RBPMS/BMP5/BMP2/CCN3/LDLRAD4/GDF6/CILP/SMAD6/NOG,11
BP,GO:0006813,potassium ion transport,18/453,241/18888,2.2276775512842784e-5,0.0037823306688014487,0.0031159618753486018,KCNF1/KCNJ9/KCNK3/KCNJ16/HCN4/ATP1A3/KCNN2/DRD2/SLC9A2/KCNK12/KCNN4/ANK3/KCNK13/AQP1/KCNG2/ATP1A2/KCNG1/GCK,18
BP,GO:0050808,synapse organization,28/453,493/18888,2.4715854331108312e-5,0.0037823306688014487,0.0031159618753486018,NRXN2/HOMER1/CNTN2/SLITRK3/CTNNA2/COL4A5/L1CAM/WNT7A/C1QL1/AMIGO2/FZD9/BSN/SYNPO/NEURL1/DRD2/PPFIBP2/SLITRK1/SLC8A3/SRCIN1/DLGAP3/NFATC4/ANK3/SHANK2/GABRA5/SNCB/SEMA3F/CLSTN2/NEFH,28
BP,GO:0001657,ureteric bud development,11/453,99/18888,2.5283139155355514e-5,0.0037823306688014487,0.0031159618753486018,WNT1/SHH/SFRP1/EYA1/FOXD1/BMP2/WT1/SMAD6/WNT4/HOXB7/NOG,11
BP,GO:0099003,vesicle-mediated transport in synapse,17/453,221/18888,2.574998883055367e-5,0.0037823306688014487,0.0031159618753486018,RIMS3/NSG1/GRIP2/WNT7A/GRIK5/TH/SYT4/CPLX2/BSN/SYT12/SYT7/CADPS2/SNPH/SNCB/PACSIN1/SLC17A8/RPH3A,17
BP,GO:0017156,calcium-ion regulated exocytosis,9/453,66/18888,2.6720941220317497e-5,0.0037823306688014487,0.0031159618753486018,RIMS3/SYT4/SYT12/SYT7/CDK5R2/CADPS2/RPH3A/TSPAN18/SYT13,9
BP,GO:0030199,collagen fibril organization,9/453,66/18888,2.6720941220317497e-5,0.0037823306688014487,0.0031159618753486018,EMILIN1/COL5A1/ADAMTS3/COL27A1/SERPINF2/COL12A1/ADAMTS2/ADAMTS14/COL14A1,9
BP,GO:0019935,cyclic-nucleotide-mediated signaling,11/453,100/18888,2.7805129687985993e-5,0.0037823306688014487,0.0031159618753486018,IRAG1/PDE2A/RUNDC3A/GLP1R/PDE1A/ADCY2/GIPR/RASD2/NPR1/AQP1/GPR61,11
BP,GO:0072163,mesonephric epithelium development,11/453,100/18888,2.7805129687985993e-5,0.0037823306688014487,0.0031159618753486018,WNT1/SHH/SFRP1/EYA1/FOXD1/BMP2/WT1/SMAD6/WNT4/HOXB7/NOG,11
BP,GO:0072164,mesonephric tubule development,11/453,100/18888,2.7805129687985993e-5,0.0037823306688014487,0.0031159618753486018,WNT1/SHH/SFRP1/EYA1/FOXD1/BMP2/WT1/SMAD6/WNT4/HOXB7/NOG,11
BP,GO:0043583,ear development,17/453,223/18888,2.8893894278531384e-5,0.0037823306688014487,0.0031159618753486018,RDH10/KCNK3/WNT1/SHH/BMP5/MYO3B/EYA1/BMP2/PCDH15/GABRA5/MYO7A/SLC17A8/PLPPR4/CEBPA/ATP8B1/ROR1/NOG,17
BP,GO:0001654,eye development,24/453,393/18888,2.988368532189811e-5,0.0037823306688014487,0.0031159618753486018,EGFR/CRYAB/DLX2/DCX/DLX1/EPHA2/TUB/COL5A1/WNT7A/RDH10/TH/NKD1/NHS/SHH/DRD2/PRSS56/SAMD11/MYO7A/WT1/AQP1/SLC17A8/TCIRG1/LAMC3/BMPR1B,24
BP,GO:0060675,ureteric bud morphogenesis,9/453,67/18888,3.0221133675377266e-5,0.0037823306688014487,0.0031159618753486018,WNT1/SHH/EYA1/FOXD1/BMP2/WT1/WNT4/HOXB7/NOG,9
BP,GO:0001503,ossification,26/453,446/18888,3.1046301831289855e-5,0.0037823306688014487,0.0031159618753486018,IGFBP5/EGFR/IGFBP3/EPHA2/SPP1/CSGALNACT1/FZD9/TNFAIP6/SMPD3/SHH/SFRP1/WNT10B/ALPL/BMP5/BMP2/NOTUM/TPH1/SMAD6/CEBPA/WNT4/CYP24A1/TCIRG1/RFLNA/ZNF664-RFLNA/NOG/BMPR1B,26
BP,GO:0045055,regulated exocytosis,17/453,225/18888,3.237410127393045e-5,0.0037823306688014487,0.0031159618753486018,RIMS3/WNT7A/GRIK5/SYT4/CPLX2/SYT12/SYT7/CDK5R2/CADPS2/SNPH/TPH1/PIK3CD/RPH3A/TSPAN18/PLEK/SYT13/FOXF1,17
BP,GO:0007389,pattern specification process,27/453,474/18888,3.277099696328013e-5,0.0037823306688014487,0.0031159618753486018,DLX2/DLX1/WNT7A/PLXNA2/NKD1/WNT1/FOLR1/SHH/SFRP1/BMP5/EYA1/SHROOM3/HOXD10/FOXD1/BMP2/DSCAML1/WT1/HOXD9/SMAD6/HES2/SEMA3F/HOXB7/FOXF1/RIPPLY3/CXXC4/NOG/BMPR1B,27
BP,GO:0072171,mesonephric tubule morphogenesis,9/453,68/18888,3.4102160424279594e-5,0.0037823306688014487,0.0031159618753486018,WNT1/SHH/EYA1/FOXD1/BMP2/WT1/WNT4/HOXB7/NOG,9
BP,GO:0150063,visual system development,24/453,397/18888,3.514437142463228e-5,0.0037823306688014487,0.0031159618753486018,EGFR/CRYAB/DLX2/DCX/DLX1/EPHA2/TUB/COL5A1/WNT7A/RDH10/TH/NKD1/NHS/SHH/DRD2/PRSS56/SAMD11/MYO7A/WT1/AQP1/SLC17A8/TCIRG1/LAMC3/BMPR1B,24
BP,GO:0048009,insulin-like growth factor receptor signaling pathway,8/453,53/18888,3.5391289847230446e-5,0.0037823306688014487,0.0031159618753486018,IGFBP5/IGFBP3/WNT1/BMP5/IGFBP6/BMP2/CILP/CDH3,8
BP,GO:0006887,exocytosis,22/453,348/18888,3.810939437990191e-5,0.003970998894385779,0.0032713906438747377,RIMS3/WNT7A/GRIK5/SYT4/CPLX2/RAB3C/LLGL2/SMPD3/SYT12/SYT7/CDK5R2/SRCIN1/LGI3/CADPS2/SNPH/TPH1/PIK3CD/RPH3A/TSPAN18/PLEK/SYT13/FOXF1,22
BP,GO:0001763,morphogenesis of a branching structure,16/453,206/18888,3.940561525891373e-5,0.003988331302894315,0.003285669438842624,DLX2/EPHA2/RDH10/WNT1/SHH/SFRP1/EYA1/DRD2/FOXD1/BMP2/NFATC4/WT1/WNT4/HOXB7/FOXF1/NOG,16
BP,GO:0001823,mesonephros development,11/453,104/18888,4.018951888713081e-5,0.003988331302894315,0.003285669438842624,WNT1/SHH/SFRP1/EYA1/FOXD1/BMP2/WT1/SMAD6/WNT4/HOXB7/NOG,11
BP,GO:0044342,type B pancreatic cell proliferation,6/453,28/18888,4.429738163453341e-5,0.004283338415208817,0.003528702371555501,IGFBP5/IGFBP3/PTPRN/SFRP1/CCN3/RASGRF1,6
BP,GO:0007611,learning or memory,19/453,278/18888,4.521758403771304e-5,0.004283338415208817,0.003528702371555501,NRXN2/EGFR/HTT/C1QL1/TH/SYT4/FZD9/JPH3/GPR88/GLP1R/DRD2/SLC8A3/NFATC4/SHANK2/GABRA5/RASGRF1/ATP1A2/CLSTN2/NOG,19
BP,GO:0007599,hemostasis,17/453,233/18888,5.030617210432841e-5,0.0046594694517964625,0.0038385668632589303,EMILIN1/PDGFB/VAV3/SERPINE1/SHH/FBLN1/GAS6/PRSS56/SERPINF2/TPH1/ITGA2/TSPAN18/PLA2G4A/PLEK/F11R/AXL/MYL9,17
BP,GO:0061572,actin filament bundle organization,14/453,167/18888,5.19902433987037e-5,0.004710768140995587,0.003880827779555411,DPYSL3/FAM107A/ARHGAP6/SYNPO/SFRP1/ESPN/SERPINF2/SYNPO2L/PLEK/WNT4/LCP1/F11R/RFLNA/ZNF664-RFLNA,14
BP,GO:0060037,pharyngeal system development,6/453,30/18888,6.703719261137378e-5,0.0058210628917542894,0.004795511453910116,PLXNA2/FOLR1/BMP5/EYA1/RIPPLY3/NOG,6
BP,GO:0090382,phagosome maturation,6/453,30/18888,6.703719261137378e-5,0.0058210628917542894,0.004795511453910116,MREG/SYT7/RAB7B/RAB32/MYO7A/TCIRG1,6
BP,GO:0051960,regulation of nervous system development,26/453,468/18888,6.920333165112615e-5,0.005886520129018241,0.004849436473597713,EGFR/CDKN2B/MAP6/SLITRK3/DLX2/DLX1/L1CAM/WNT7A/SPP1/PLXNA2/AMIGO2/SYT4/OTP/SHH/NEURL1/DRD2/SLITRK1/BMP2/NFATC4/MYRF/IL33/HES2/IL34/SEMA3F/CLSTN2/NOG,26
BP,GO:0071805,potassium ion transmembrane transport,16/453,217/18888,7.350152774473909e-5,0.006103036277565971,0.0050278069343924125,KCNF1/KCNJ9/KCNK3/KCNJ16/HCN4/ATP1A3/KCNN2/SLC9A2/KCNK12/KCNN4/ANK3/KCNK13/AQP1/KCNG2/ATP1A2/KCNG1,16
BP,GO:0060390,regulation of SMAD protein signal transduction,9/453,75/18888,7.496230310203906e-5,0.006103036277565971,0.0050278069343924125,EMILIN1/BMP5/BMP2/CCN3/LDLRAD4/GDF6/CILP/SMAD6/NOG,9
BP,GO:0007178,transmembrane receptor protein serine/threonine kinase signaling pathway,24/453,417/18888,7.614152745523764e-5,0.006103036277565971,0.0050278069343924125,CDKN2B/DLX1/EMILIN1/SMAD9/WNT1/TNFAIP6/FOLR1/SMPD3/SFRP1/RBPMS/BMP5/FOXD1/MSTN/BMP2/CCN3/LDLRAD4/GDF6/CILP/SMAD6/CDH3/PRDM16/NOG/ADAMTSL2/BMPR1B,24
BP,GO:0050679,positive regulation of epithelial cell proliferation,16/453,219/18888,8.192351816878064e-5,0.006207189643334882,0.005113610621415896,EGFR/WNT7A/PDGFB/PTPRN/SHH/SFRP1/BMP5/EYA1/SCN5A/JCAD/PIK3CD/CDH3/TNFAIP3/PPP1R16B/CYP7B1/NOG,16
BP,GO:0042391,regulation of membrane potential,25/453,446/18888,8.26300605631509e-5,0.006207189643334882,0.005113610621415896,RIMS3/INSYN2A/UBB/KCNJ9/GABRQ/SCN3A/WNT7A/GRIK5/KCNK3/FZD9/HCN4/GRIK1/ATP1A3/KCNN2/GPR88/DRD2/KCNK12/SLC8A3/KCNN4/ANK3/SCN5A/GABRA5/KCNK13/ATP1A2/CNGB1,25
BP,GO:0050767,regulation of neurogenesis,23/453,393/18888,8.338701666062825e-5,0.006207189643334882,0.005113610621415896,EGFR/CDKN2B/MAP6/DLX2/DLX1/L1CAM/WNT7A/SPP1/PLXNA2/SYT4/OTP/SHH/NEURL1/DRD2/SLITRK1/BMP2/NFATC4/MYRF/IL33/HES2/IL34/SEMA3F/NOG,23
BP,GO:0007612,learning,13/453,153/18888,8.339794146515196e-5,0.006207189643334882,0.005113610621415896,NRXN2/HTT/C1QL1/TH/JPH3/GPR88/DRD2/SLC8A3/SHANK2/GABRA5/ATP1A2/CLSTN2/NOG,13
BP,GO:0072078,nephron tubule morphogenesis,9/453,77/18888,9.230549537468342e-5,0.006715166235174191,0.005532092195963787,WNT1/SHH/EYA1/FOXD1/BMP2/WT1/WNT4/HOXB7/NOG,9
BP,GO:0050900,leukocyte migration,23/453,396/18888,9.344521152593644e-5,0.006715166235174191,0.005532092195963787,EMILIN1/PDGFB/VAV3/SERPINE1/TNFAIP6/SPNS2/SMPD3/BMP5/GAS6/PRSS56/MSTN/CCN3/CMKLR1/CD74/IL33/PIK3CD/APOD/ITGA2/RARRES2/IL34/CCL2/F11R/CYP7B1,23
BP,GO:0099504,synaptic vesicle cycle,15/453,199/18888,9.58343383490415e-5,0.006770127495572965,0.0055773704138193285,RIMS3/WNT7A/GRIK5/TH/SYT4/CPLX2/BSN/SYT12/SYT7/CADPS2/SNPH/SNCB/PACSIN1/SLC17A8/RPH3A,15
BP,GO:0031099,regeneration,15/453,200/18888,1.0137639447219853e-4,0.006860914223317057,0.00565216238924645,EGFR/RTN4RL1/WNT7A/SPP1/WNT1/FZD9/FOLR1/WNT10B/GAS6/MSTN/CCN3/APOD/SOX15/LCP1/AXL,15
BP,GO:0043010,camera-type eye development,21/453,346/18888,1.0157914666040678e-4,0.006860914223317057,0.00565216238924645,EGFR/CRYAB/DLX2/DCX/DLX1/EPHA2/TUB/WNT7A/RDH10/TH/NHS/SHH/DRD2/PRSS56/SAMD11/WT1/AQP1/SLC17A8/TCIRG1/LAMC3/BMPR1B,21
BP,GO:0016079,synaptic vesicle exocytosis,10/453,96/18888,1.0205774516450518e-4,0.006860914223317057,0.00565216238924645,RIMS3/WNT7A/GRIK5/SYT4/CPLX2/SYT12/SYT7/CADPS2/SNPH/RPH3A,10
BP,GO:0050890,cognition,20/453,322/18888,1.08307813099951e-4,0.007041457143247528,0.005800897363691645,NRXN2/EGFR/HTT/C1QL1/FAM107A/TH/SYT4/FZD9/JPH3/GPR88/GLP1R/DRD2/SLC8A3/NFATC4/SHANK2/GABRA5/RASGRF1/ATP1A2/CLSTN2/NOG,20
BP,GO:0048754,branching morphogenesis of an epithelial tube,13/453,157/18888,1.0846794113229658e-4,0.007041457143247528,0.005800897363691645,EPHA2/RDH10/WNT1/SHH/EYA1/FOXD1/BMP2/NFATC4/WT1/WNT4/HOXB7/FOXF1/NOG,13
BP,GO:0050673,epithelial cell proliferation,26/453,482/18888,1.1163596973693504e-4,0.007041457143247528,0.005800897363691645,IGFBP5/EGFR/IGFBP3/CDKN2B/EPHA2/WNT7A/PDGFB/PTPRN/SHH/SFRP1/WNT10B/BMP5/EYA1/DRD2/CCN3/SCN5A/JCAD/RASGRF1/PIK3CD/CDH3/TNFAIP3/CCL2/COL4A3/PPP1R16B/CYP7B1/NOG,26
BP,GO:0072088,nephron epithelium morphogenesis,9/453,79/18888,1.1289500023640502e-4,0.007041457143247528,0.005800897363691645,WNT1/SHH/EYA1/FOXD1/BMP2/WT1/WNT4/HOXB7/NOG,9
BP,GO:0007409,axonogenesis,25/453,455/18888,1.1319040993224194e-4,0.007041457143247528,0.005800897363691645,MAP6/CNTN2/SLITRK3/CTNNA2/KIF5A/L1CAM/WNT7A/SPP1/UNC5A/PLXNA2/SHH/CDK5R2/DRD2/LHX4/SLITRK1/EPHA10/FOXD1/ANK3/DSCAML1/CNTN1/PLPPR4/SEMA3F/NEFH/NOG/BMPR1B,25
BP,GO:0071772,response to BMP,14/453,180/18888,1.1676431426170944e-4,0.00705324147598268,0.005810605539613977,DLX1/SMAD9/WNT1/TNFAIP6/SMPD3/SFRP1/BMP5/FOXD1/BMP2/VSTM2A/GDF6/SMAD6/NOG/BMPR1B,14
BP,GO:0071773,cellular response to BMP stimulus,14/453,180/18888,1.1676431426170944e-4,0.00705324147598268,0.005810605539613977,DLX1/SMAD9/WNT1/TNFAIP6/SMPD3/SFRP1/BMP5/FOXD1/BMP2/VSTM2A/GDF6/SMAD6/NOG/BMPR1B,14
BP,GO:0042060,wound healing,24/453,430/18888,1.2194034078600966e-4,0.00726067629137269,0.0059814946111874205,EMILIN1/COL5A1/WNT7A/PDGFB/TNFRSF12A/VAV3/SERPINE1/SHH/SYT7/FBLN1/GAS6/PRSS56/CARMIL2/SERPINF2/AQP1/ITGA2/PLA2G4A/TNFAIP3/PLEK/WNT4/F11R/AXL/NOG/MYL9,24
BP,GO:0021536,diencephalon development,9/453,80/18888,1.2455061370089196e-4,0.007311647294441095,0.0060234855729030335,UBB/PCSK1/WNT1/OTP/SHH/DRD2/BMP2/WNT4/NOG,9
BP,GO:0040013,negative regulation of locomotion,24/453,431/18888,1.2631561967277783e-4,0.007312270872168582,0.006023999289073118,DPYSL3/IGFBP5/IGFBP3/EMILIN1/ADAMTS9/SERPINE1/TNFAIP6/SHH/SFRP1/FBLN1/BMP5/ST6GAL1/DRD2/NEXMIF/CCN3/LDLRAD4/CD74/IL33/APOD/SEMA3F/CCL2/WNT4/MAPK15/NOG,24
BP,GO:1902041,regulation of extrinsic apoptotic signaling pathway via death domain receptors,7/453,48/18888,1.371180554561914e-4,0.007624415082386923,0.006281150115856688,SERPINE1/SFRP1/BMP5/SCRT2/TNFAIP3/ZSWIM2/BMPR1B,7
BP,GO:0061333,renal tubule morphogenesis,9/453,81/18888,1.3719556890091632e-4,0.007624415082386923,0.006281150115856688,WNT1/SHH/EYA1/FOXD1/BMP2/WT1/WNT4/HOXB7/NOG,9
BP,GO:0072028,nephron morphogenesis,9/453,81/18888,1.3719556890091632e-4,0.007624415082386923,0.006281150115856688,WNT1/SHH/EYA1/FOXD1/BMP2/WT1/WNT4/HOXB7/NOG,9
BP,GO:0007605,sensory perception of sound,13/453,161/18888,1.3979633603841267e-4,0.007625546246997296,0.0062820819925510606,TUB/PAX3/SPNS2/MYO3B/EYA1/EPS8L2/PCDH15/ESPN/MYO7A/SLC17A8/COL4A3/ATP8B1/ROR1,13
BP,GO:0071674,mononuclear cell migration,15/453,206/18888,1.408750146398253e-4,0.007625546246997296,0.0062820819925510606,PDGFB/SERPINE1/SPNS2/BMP5/GAS6/MSTN/CCN3/CMKLR1/PIK3CD/APOD/RARRES2/IL34/CCL2/F11R/CYP7B1,15
BP,GO:0072080,nephron tubule development,10/453,100/18888,1.438533822880349e-4,0.007686934581750378,0.006332654966579891,WNT1/SHH/EYA1/FOXD1/BMP2/WT1/AQP1/WNT4/HOXB7/NOG,10
BP,GO:0050954,sensory perception of mechanical stimulus,14/453,185/18888,1.5599136713025338e-4,0.008170440395272982,0.0067309770101476075,TUB/PAX3/SPNS2/MYO3B/EYA1/EPS8L2/PCDH15/ESPN/MYO7A/SLC17A8/ITGA2/COL4A3/ATP8B1/ROR1,14
BP,GO:0010812,negative regulation of cell-substrate adhesion,8/453,65/18888,1.568222724620534e-4,0.008170440395272982,0.0067309770101476075,FAM107A/ARHGAP6/WNT1/SERPINE1/FBLN1/NEXMIF/GBP1/APOD,8
BP,GO:0051216,cartilage development,15/453,209/18888,1.652143963259957e-4,0.008484283340695774,0.006989527289966061,DLX2/WNT7A/CSGALNACT1/SMPD3/CHI3L1/WNT10B/BMP5/COL27A1/BMP2/CCN3/GDF6/RFLNA/ZNF664-RFLNA/NOG/BMPR1B,15
BP,GO:0001649,osteoblast differentiation,17/453,257/18888,1.669172826144562e-4,0.008484283340695774,0.006989527289966061,IGFBP5/IGFBP3/EPHA2/SPP1/TNFAIP6/SHH/SFRP1/WNT10B/ALPL/BMP2/SMAD6/CEBPA/WNT4/CYP24A1/TCIRG1/NOG/BMPR1B,17
BP,GO:0030278,regulation of ossification,11/453,122/18888,1.7200506750765033e-4,0.008637555679179357,0.007115796197970265,FZD9/SFRP1/WNT10B/BMP2/NOTUM/TPH1/SMAD6/WNT4/RFLNA/ZNF664-RFLNA/BMPR1B,11
BP,GO:0017157,regulation of exocytosis,14/453,188/18888,1.8461892553002672e-4,0.008961419719344487,0.0073826020619511355,RIMS3/WNT7A/SYT4/CPLX2/RAB3C/SMPD3/SYT12/SYT7/CDK5R2/LGI3/CADPS2/RPH3A/SYT13/FOXF1,14
BP,GO:0002688,regulation of leukocyte chemotaxis,11/453,123/18888,1.849045335565321e-4,0.008961419719344487,0.0073826020619511355,SERPINE1/TNFAIP6/GAS6/PRSS56/MSTN/CCN3/CMKLR1/CD74/RARRES2/IL34/CCL2,11
BP,GO:0071675,regulation of mononuclear cell migration,11/453,123/18888,1.849045335565321e-4,0.008961419719344487,0.0073826020619511355,SERPINE1/SPNS2/BMP5/GAS6/MSTN/CCN3/CMKLR1/APOD/RARRES2/IL34/CCL2,11
BP,GO:0061138,morphogenesis of a branching epithelium,14/453,189/18888,1.9511820702688604e-4,0.009309808962457066,0.007669612293043476,EPHA2/RDH10/WNT1/SHH/SFRP1/EYA1/FOXD1/BMP2/NFATC4/WT1/WNT4/HOXB7/FOXF1/NOG,14
BP,GO:0043568,positive regulation of insulin-like growth factor receptor signaling pathway,4/453,13/18888,1.965602660019726e-4,0.009309808962457066,0.007669612293043476,IGFBP5/IGFBP3/WNT1/CDH3,4
BP,GO:0061326,renal tubule development,10/453,104/18888,1.9924037162016682e-4,0.00933071762823433,0.0076868372823771045,WNT1/SHH/EYA1/FOXD1/BMP2/WT1/AQP1/WNT4/HOXB7/NOG,10
