ONTOLOGY,ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,geneID,Count
BP,GO:0010639,negative regulation of organelle organization,73/2408,365/18888,5.3797633274011166e-5,0.0016646918932070943,0.0013907523117367853,APC2/MET/TPX2/TRIP13/TOP2A/MAD2L1/DIAPH3/HASPIN/CLIP3/CDCA8/CCNB1/PLK1/ZWINT/BUB1/NUF2/CCNF/LIF/NDC80/TTK/PRKCD/ESPL1/MYADM/FBXO5/FGF13/AURKB/SPTB/XRCC3/BIRC5/IQCJ-SCHIP1/KNL1/CHEK1/TBC1D4/FHOD3/BUB1B/BRCA1/CENPF/HIP1R/INCENP/PATL2/SHANK3/ZWILCH/CDC20/RHPN1/TMOD4/TMOD1/PHLDB2/SPDL1/AVIL/CCP110/SSH3/SPC24/SVIL/SPC25/FZD9/ADD2/ANKRD27/CARMIL1/CKAP2/KNTC1/NUPR1/KANK3/GEN1/KANK4/SLIT2/CEP97/FBXO43/PICK1/SWAP70/F11R/TMOD2/LMOD1/MYOC/TACSTD2,73
BP,GO:0071900,regulation of protein serine/threonine kinase activity,57/2408,267/18888,5.454348094166728e-5,0.0016791600204184712,0.0014028395823289183,AGT/PKIB/HMGA2/SPRY4/CDKN3/MAP3K12/CCNB1/PLK1/CCNB2/BMP2/CCNF/CCNE2/CDC25A/PDGFA/MAPK8IP1/CCNA2/PRKCD/CALM1/TRIB3/CDC6/PDGFRB/MST1/GADD45A/SPRY1/CCND1/APOE/BLM/CDKN1A/PKMYT1/FGF1/NR2F2/RGS2/TAOK3/TRIB1/CDC25C/PDGFB/PAQR3/HERC5/SPRY2/TPD52L1/PTPRJ/IPO7/MAPRE3/IPO5/SLC8A1/CCNP/PIH1D1/GHR/ADRA2A/CEMIP/LYN/FGF18/MAP3K5/PRKAR2B/CDK5R2/IL1B/INCA1,57
BP,GO:0007015,actin filament organization,89/2408,467/18888,5.7493618201420597e-5,0.001760997422473969,0.0014712099255495764,ELMO1/MET/GDPD2/ARHGAP25/HSP90B1/RGS4/CDC42EP3/DIAPH3/TPM4/XIRP1/ACTN2/ARF6/IQGAP3/RND2/PRKCD/MYADM/SHROOM2/NRP1/WNT11/PLS1/TPM3/LIMCH1/SPTB/TAGLN3/ARHGEF10L/ACTN1/ARHGAP18/RHOJ/TF/SORBS1/FHOD3/PTGER4/HIP1R/PAK3/CFL2/CYFIP2/RND3/CYRIA/CORO1C/S100A10/SHANK3/CARMIL3/RHPN1/TMOD4/TMOD1/PHLDB2/TGFB3/AVIL/LIMD2/SSH3/PTK2B/PPARGC1B/GAS2L3/FAM107A/SVIL/ELN/ADD2/CARMIL1/MTSS1/MICAL2/KIRREL1/SHROOM3/KANK3/KANK4/SLIT2/IQGAP2/TLE6/SHROOM4/MYO1F/LCP1/PICK1/SWAP70/CORO7/F11R/PDLIM1/FSCN2/TMOD2/LMOD1/IQGAP1/PPM1E/SYNPO2L/SERPINF2/MYOC/FMN1/RAC2/TACSTD2/PIK3R2/F2RL1/FMN2,89
BP,GO:0042330,taxis,89/2408,468/18888,6.2293720972463e-5,0.0018983854158981905,0.0015859895254498953,FOSL1/CXCR4/MET/SERPINE1/CCL2/PLAUR/L1CAM/SEMA5B/PTN/NOD2/ENPP2/ACKR3/EPHB1/ANOS1/DPP4/PLP2/PDGFA/CD74/PTGDR2/NOVA2/PRKCD/NTN1/SEMA6B/NRP1/CCN3/PDGFRB/PLAU/HMGB2/PLXNB3/EDNRB/RIN3/SEMA3A/SLIT3/SCG2/CXADR/ITGA1/IL6R/STX3/FGF1/HSD3B7/ADGRE2/SEMA6C/LGR6/PLA2G6/CSF1R/CDH13/THBS4/PDGFB/F3/CH25H/CMTM5/EPHA2/ITGA9/MCU/PTPRJ/EFNA5/SEMA6D/HOXB9/CCL25/PTK2B/SEMA6A/SEMA7A/MSMP/VAV3/NRP2/IL17RC/EPHA7/CMTM7/SLIT2/PDE4B/ROBO2/SWAP70/CXCL8/ACKR2/LYN/FGF7/CMKLR1/S100A8/FGF18/C5AR1/RAC2/VCAM1/F2RL1/IL1B/GDNF/CXCL10/IL16/LOX/LSP1,89
BP,GO:0001656,metanephros development,26/2408,93/18888,6.896762979923984e-5,0.002080753391043066,0.001738347258466103,ID3/SOX8/KIF26B/CD34/LIF/PDGFA/MYC/PDGFRB/SPRY1/POU3F3/CALB1/SHH/SMO/PDGFB/TFAP2B/HES5/FOXJ1/CITED1/PAX8/AQP1/PTCH1/ROBO2/RET/FMN1/GDNF/WT1,26
BP,GO:0032465,regulation of cytokinesis,26/2408,93/18888,6.896762979923984e-5,0.002080753391043066,0.001738347258466103,AURKA/KIF20B/CDCA8/PLK1/CIT/E2F7/RACGAP1/CALM1/MAP9/BRCA2/CDC6/AURKB/KIF23/PRC1/KIF20A/BIRC5/DRD2/KIF14/E2F8/ECT2/INCENP/CCP110/SVIL/PKP4/AHCTF1/RAB11FIP4,26
BP,GO:0007189,adenylate cyclase-activating G protein-coupled receptor signaling pathway,38/2408,158/18888,6.955102851441769e-5,0.0020852775749078054,0.0017421269483860722,ADRA1B/ADCY1/ADGRG1/ADM/GPR3/ABCA1/ADCY5/ARRDC3/ADGRE5/ADCY3/DRD2/CNR1/ADGRE2/S1PR3/ADGRF3/ADGRB1/MC5R/PTGER4/GPER1/PTHLH/RAMP3/ADRA1D/GIPR/APLP1/GPR157/GPR12/ADCY7/RAMP1/ADM2/PDE4B/LGR5/LPAR2/ADRA2A/ADGRG6/ADCY2/CXCL10/ADGRG2/ADGRF1,38
BP,GO:0006302,double-strand break repair,64/2408,312/18888,7.00332137388263e-5,0.0020852775749078054,0.0017421269483860722,RMI2/UHRF1/TRIP13/HMGA2/MCM4/FOXM1/CDC45/PLK1/MCM3/RAD54L/FANCD2/EME1/RAD51/CDCA5/MCM6/ESCO2/FEN1/DEK/MCM2/XRCC2/BRCA2/HMGB2/GINS4/AUNIP/MCM5/XRCC3/RFWD3/RAD51AP1/BLM/TIMELESS/CHEK1/GINS2/SMARCE1/AP5S1/DCLRE1B/TDP1/MCM8/RBBP8/BRCA1/FANCB/MMS22L/ACTL6A/AP5Z1/CDC7/POLQ/POLL/NABP1/DNA2/FANCM/RECQL5/RMI1/PARPBP/NSD2/BRIP1/ZCWPW1/FIGNL1/GEN1/PRKDC/ZGRF1/C14orf39/MPND/POLN/FMN2/REC8,64
BP,GO:0000281,mitotic cytokinesis,25/2408,88/18888,7.084552582964868e-5,0.0020852775749078054,0.0017421269483860722,KIF20B/CDCA8/CENPA/PLK1/CIT/IQGAP3/RACGAP1/ESPL1/CEP55/MAP9/AURKB/ANLN/KIF23/KIF4A/KIF20A/BIRC5/ANK3/SEPTIN6/KIF4B/ECT2/INCENP/CKAP2/IQGAP2/IQGAP1/CHMP4A,25
BP,GO:0033627,cell adhesion mediated by integrin,25/2408,88/18888,7.084552582964868e-5,0.0020852775749078054,0.0017421269483860722,ITGA3/SERPINE1/ITGB4/SFRP2/EFNA1/ITGA5/EMILIN1/NPNT/DPP4/LIF/EMILIN2/CCN3/ADA/COL16A1/PLAU/ITGA1/EPHA2/ITGA9/ITGA6/MUC1/PODXL/SWAP70/RET/LYN/MMRN1,25
BP,GO:0044774,mitotic DNA integrity checkpoint signaling,25/2408,88/18888,7.084552582964868e-5,0.0020852775749078054,0.0017421269483860722,DTL/ORC1/CDK1/CDK2/PLK1/FANCD2/EME1/E2F7/GTSE1/CLSPN/CDC6/TICRR/STK33/RFWD3/CCND1/BLM/CDKN1A/CHEK1/RPS27L/TAOK3/BRCA1/MAP3K20/MUC1/MDC1/PRKDC,25
BP,GO:0051315,attachment of mitotic spindle microtubules to kinetochore,11/2408,24/18888,7.149516394340118e-5,0.0020941835885169065,0.0017495673997186933,SKA1/KIF2C/CDCA8/NUF2/SKA3/CENPE/CDT1/NDC80/AURKB/BIRC5/INCENP,11
BP,GO:0000079,regulation of cyclin-dependent protein serine/threonine kinase activity,23/2408,78/18888,7.250838691623335e-5,0.0021136019645050822,0.0017657903124426214,CDKN3/CCNB1/PLK1/CCNB2/CCNF/CCNE2/CDC25A/CCNA2/CDC6/GADD45A/CCND1/BLM/CDKN1A/PKMYT1/NR2F2/CDC25C/HERC5/IPO7/MAPRE3/IPO5/CCNP/CDK5R2/INCA1,23
BP,GO:0045859,regulation of protein kinase activity,89/2408,470/18888,7.302128199740274e-5,0.002118319305636193,0.0017697313739147862,AGT/GPRC5A/PKIB/EFNA1/TPX2/HMGA2/SPRY4/CDKN3/TSPYL2/AGAP2/MAP3K12/TTBK1/CCNB1/PLK1/CCNB2/BMP2/CHI3L1/CCNF/CCNE2/CDC25A/CENPE/PDGFA/MAPK8IP1/EPHA4/CCNA2/CLSPN/LRP8/PRKCD/CALM1/TRIB3/ERRFI1/CDC6/PDGFRB/MST1/GADD45A/SPRY1/CCND1/APOE/IL6R/BLM/KIF14/CDKN1A/PKMYT1/FGF1/NR2F2/RGS2/CSF1R/TAOK3/TRIB1/SRCIN1/BORA/CDC25C/PDGFB/PAQR3/HERC5/GPRC5B/CEP85/ECT2/MT3/SPRY2/TPD52L1/CORO1C/PTPRJ/IPO7/MAPRE3/CARD14/PTK2B/IPO5/RASSF2/SLC8A1/FIRRM/CCNP/CEACAM1/PIH1D1/UBASH3B/GHR/CBLB/ADRA2A/CEMIP/LYN/IQGAP1/PPM1E/FGF18/C5AR1/MAP3K5/PRKAR2B/CDK5R2/IL1B/INCA1,89
BP,GO:0007127,meiosis I,33/2408,131/18888,7.822718889116632e-5,0.00225848257305884,0.0018868295522528103,AURKA/TRIP13/TOP2A/PLK1/CCNB2/ZWINT/RAD54L/FANCD2/CCNE2/EME1/RAD51/NDC80/ESPL1/MYBL1/FBXO5/BRCA2/PSMC3IP/RAD51AP1/KNL1/HSPA2/PTTG2/FANCM/PTTG1/PTTG3P/RMI1/BRIP1/NDC1/ZCWPW1/MAEL/C14orf39/FMN2/REC8/SYCP2,33
BP,GO:0070371,ERK1 and ERK2 cascade,67/2408,332/18888,8.068199824864631e-5,0.0023182627496777706,0.0019367723790113642,DUSP5/CCL2/DUSP6/FAM83D/CDK1/EMILIN1/NOD2/NDRG2/MAP3K12/ACKR3/EPHB1/NPNT/BMP2/CHI3L1/LIF/PDGFA/IQGAP3/MYC/EPHA4/CD74/NRP1/PDGFRB/FGFR2/DUSP9/SPRY1/DUSP4/APOE/DRD2/FGF1/ABCA7/AKAP12/TF/CSF1R/GCNT2/PDGFB/PTGER4/NDRG4/EPHA2/MT3/GPER1/SPRY2/GRB10/MTURN/ZFP36L2/P2RY1/RAMP3/FGF21/CCL25/PTK2B/FBLN1/SEMA6A/SEMA7A/BMPER/HLA-DRB1/EPHA7/CEACAM1/PKHD1/TNFAIP8L3/ACTA2/FGFR3/LYN/EPO/FGF18/SERPINF2/C5AR1/F2RL1/IL1B,67
BP,GO:0000910,cytokinesis,43/2408,188/18888,8.489752179535627e-5,0.0024097931024822197,0.0020132406133292658,AURKA/KIF20B/CDCA8/CENPA/PLK1/CIT/E2F7/IQGAP3/MYH9/RACGAP1/CALM1/ESPL1/CEP55/MAP9/BRCA2/CDC6/AURKB/ANLN/KIF23/PRC1/KIF4A/KIF20A/BIRC5/DRD2/ANK3/KIF14/SEPTIN6/KIF4B/ANXA11/E2F8/SEPTIN11/ECT2/INCENP/CCP110/SVIL/PKP4/AHCTF1/CKAP2/IQGAP2/IQGAP1/CHMP4A/RAB11FIP4/FMN2,43
BP,GO:0042770,signal transduction in response to DNA damage,43/2408,188/18888,8.489752179535627e-5,0.0024097931024822197,0.0020132406133292658,PMAIP1/NDRG1/DTL/CDK1/FOXM1/SOX4/CDK2/PLK1/FANCD2/EME1/RAD51/E2F7/GTSE1/CD74/CLSPN/E2F1/HIC1/WDR76/BRCA2/ING4/GADD45A/TICRR/STK33/MAP2K6/RFWD3/CCND1/BLM/CDKN1A/ATAD5/CHEK1/RPS27L/TAOK3/BRCA1/BARD1/MAP3K20/FBXO6/PAXIP1/DYRK3/MUC1/BRIP1/SNAI1/MDC1/PRKDC,43
BP,GO:0045926,negative regulation of growth,53/2408,247/18888,8.50656166438039e-5,0.0024097931024822197,0.0020132406133292658,NOG/SFRP2/RGMA/SEMA5B/RGS4/DRAXIN/TSPYL2/CRYAB/GDF15/NTN1/SEMA6B/WWC1/SPP1/NRP1/CCN3/WNT11/FGF13/MT1X/ING4/PRDM11/ENPP1/SEMA3A/ARHGAP4/SLIT3/CDKN1A/STC2/CDHR2/SEMA6C/RGS2/GNG4/BRCA1/FRZB/MT3/PTPRJ/WWC3/SEMA6D/SEMA6A/FSTL4/SEMA7A/CRLF3/EPHA7/PTCH1/DNAJB2/SLIT2/BCL6/CDH1/HIF1A/MIR17HG/FGFR3/KCNK2/TNR/WT1/WWC2,53
BP,GO:0030856,regulation of epithelial cell differentiation,40/2408,171/18888,8.782935064307179e-5,0.0024764593541135287,0.0020689363513510615,ASCL1/ETV4/SFRP4/ATOH8/SERPINE1/DLL1/PLAAT4/BMP2/LIF/MYCL/HEY2/ERRFI1/GATA3/SPRY1/CCND1/TMEM100/MMP9/S1PR3/SMO/FRZB/HES5/FOXJ1/SPRY2/XDH/VDR/IPO7/PAX8/CD109/PTCH2/PTCH1/CEACAM1/MAFF/F11R/BMP6/AQP3/ESRP1/PRKCH/IL1B/GDNF/PROC,40
BP,GO:0072210,metanephric nephron development,15/2408,41/18888,8.896908624745238e-5,0.0024855474607416114,0.0020765289307069722,SOX8/KIF26B/CD34/LIF/PDGFRB/SMO/PDGFB/TFAP2B/HES5/PAX8/AQP1/RET/FMN1/GDNF/WT1,15
BP,GO:0030193,regulation of blood coagulation,21/2408,69/18888,8.900656924837474e-5,0.0024855474607416114,0.0020765289307069722,SERPINE1/PLAUR/ADAMTS18/EMILIN1/PROS1/PDGFA/EMILIN2/PRKCD/PLAU/APOE/SH2B3/PDGFB/F3/PLAT/TSPAN8/CEACAM1/UBASH3B/SERPINF2/F2RL1/HPSE/PROC,21
BP,GO:1900047,negative regulation of hemostasis,17/2408,50/18888,8.950277003036217e-5,0.0024855474607416114,0.0020765289307069722,SERPINE1/PLAUR/ADAMTS18/PROS1/PDGFA/PRKCD/PLAU/APOE/SH2B3/PDGFB/PLAT/TSPAN8/CEACAM1/UBASH3B/SERPINF2/PROC/COMP,17
BP,GO:0055002,striated muscle cell development,23/2408,79/18888,9.008457739228352e-5,0.0024855474607416114,0.0020765289307069722,SDC1/PGM5/ACTN2/KRT8/PDGFRB/FHOD3/MYBPC2/KLHL41/CFL2/TMOD4/TMOD1/MYH11/MYH7/MYH3/CSRP3/TMOD2/LMOD1/MYOZ2/LDB3/SYNPO2L/CASQ1/TNNT3/MYPN,23
BP,GO:0050818,regulation of coagulation,22/2408,74/18888,9.021128503520267e-5,0.0024855474607416114,0.0020765289307069722,SERPINE1/PLAUR/ADAMTS18/EMILIN1/PROS1/PDGFA/EMILIN2/PRKCD/PLAU/APOE/SH2B3/PDGFB/F3/PROCR/PLAT/TSPAN8/CEACAM1/UBASH3B/SERPINF2/F2RL1/HPSE/PROC,22
BP,GO:0010001,glial cell differentiation,55/2408,260/18888,9.440790839641342e-5,0.0025893514511998116,0.0021632510684709274,GFAP/ASCL1/NOG/CXCR4/NCAN/ID2/NDRG1/SOX8/BCAN/ITGB4/DLL1/PRDM8/PLP1/CDK1/PTN/SOX4/TTBK1/ROR1/BMP2/NDP/LIF/EPHA4/LDLR/KCNJ10/GPM6B/OLIG2/GPR37L1/SOX6/TNFRSF1B/POU3F1/B4GALT6/SHH/SMO/CSPG5/HES5/CRB1/NTRK2/TPPP/TNFRSF21/DUSP15/GPR157/HDAC11/NAGLU/DNER/DTX1/PICK1/LYN/MXRA8/ACAN/S100A8/C5AR1/MYOC/ADGRG6/IL1B/LAMC3,55
BP,GO:0090266,regulation of mitotic cell cycle spindle assembly checkpoint,10/2408,21/18888,1.0286440859203505e-4,0.002795873159659187,0.002335787827156263,MAD2L1/CDCA8/CCNB1/NDC80/AURKB/XRCC3/BIRC5/KNL1/INCENP/GEN1,10
BP,GO:1903504,regulation of mitotic spindle checkpoint,10/2408,21/18888,1.0286440859203505e-4,0.002795873159659187,0.002335787827156263,MAD2L1/CDCA8/CCNB1/NDC80/AURKB/XRCC3/BIRC5/KNL1/INCENP/GEN1,10
BP,GO:0001658,branching involved in ureteric bud morphogenesis,19/2408,60/18888,1.0544371825551106e-4,0.0028531273361154874,0.0023836203291274127,AGT/NOG/SOX8/NPNT/BMP2/MYC/HS3ST3A1/FGF1/LAMA5/SHH/SMO/TMEM59L/CITED1/PAX8/PTCH1/HOXB7/TACSTD2/GDNF/WT1,19
BP,GO:0051298,centrosome duplication,22/2408,75/18888,1.1245767446532271e-4,0.0030293286059096306,0.0025308261419851054,CDK2/WDR62/CCNF/PLK4/NDC80/BRCA2/XRCC3/CEP152/BRCA1/CEP85/POC1B/CCDC57/CEP72/CCP110/CENPJ/RTTN/NDE1/STIL/CEP44/CKAP5/GEN1/PKHD1,22
BP,GO:0010810,regulation of cell-substrate adhesion,48/2408,221/18888,1.3199718464792322e-4,0.003539871165180305,0.002957354466801891,ITGA3/SERPINE1/ITGA5/HAS2/EMILIN1/SPRY4/COL8A1/NPNT/MYADM/NRP1/COL1A1/COL16A1/PLAU/GPM6B/LIMCH1/FBLN2/POSTN/NID1/CDH13/GCNT2/PDGFB/CSPG5/CORO1C/S100A10/ITGA6/PTPRJ/EFNA5/PHLDB2/CCL25/PTK2B/FBLN1/FAM107A/EFEMP2/RIN2/COL26A1/CARMIL1/SPOCK1/PKHD1/BCL6/FUT1/RREB1/MACF1/APOD/MYOC/FMN1/RAC2/TACSTD2/ONECUT1,48
BP,GO:0030199,collagen fibril organization,20/2408,66/18888,1.388566454294655e-4,0.003691017614631695,0.0030836284486979375,SFRP2/EMILIN1/COL3A1/COL1A1/COLGALT1/FMOD/COL1A2/ADAMTS3/CHADL/LOXL2/SCX/LUM/AEBP1/EFEMP2/LOXL3/COL28A1/ADAMTS12/SERPINF2/LOX/COMP,20
BP,GO:0050771,negative regulation of axonogenesis,20/2408,66/18888,1.388566454294655e-4,0.003691017614631695,0.0030836284486979375,RGMA/SEMA5B/DRAXIN/NTN1/SEMA6B/SPP1/NRP1/FGF13/SEMA3A/ARHGAP4/EFNB3/SEMA6C/MT3/SEMA6D/SEMA6A/FSTL4/SEMA7A/EPHA7/CDH1/TNR,20
BP,GO:0044703,multi-organism reproductive process,45/2408,204/18888,1.4490993716010517e-4,0.0038350287755441865,0.0032039413160652986,FOS/FOSL1/ITGA3/ITGB4/ITGA5/PTN/SLC2A1/NDP/ADM/LIF/SLC38A3/ERRFI1/SPP1/COL16A1/HMX3/TRO/GJB2/TCF23/CLDN4/STC2/TEAD4/CNR1/JUNB/NR2F2/MMP9/RGS2/TPPP3/STC1/SLC38A1/ABCC8/DSG2/PTHLH/PZP/EPOR/VDR/TGFB3/AGO2/FBLN1/ADCY7/MAFF/TLE6/ADRA2A/EPO/CSMD1/IL1B,45
BP,GO:0009612,response to mechanical stimulus,47/2408,216/18888,1.4731560821567807e-4,0.0038816697815432376,0.0032429071374161446,FOS/FOSL1/CXCR4/ATP1A2/P2RX7/BTG2/TXNIP/KCNC1/PTN/SLC2A1/CHI3L1/KRT5/NRXN2/WNT11/COL1A1/CHRNA9/GADD45A/DRD2/USP53/BAG3/CHEK1/ADGRV1/POSTN/FAS/PTGER4/TMEM150C/SHANK3/P2RY1/TNC/SCX/PTK2B/AQP1/KCNJ2/SLC8A1/CASP1/PTCH1/SCN1A/PJVK/CSRP3/F11R/LRP11/KCNK2/KCNA1/BMP6/IL1B/CXCL10/STRC,47
BP,GO:0071103,DNA conformation change,25/2408,92/18888,1.551657508336324e-4,0.004070739741435382,0.0034008639850904602,TOP2A/MCM4/CDC45/MCM3/DSCC1/GINS1/RAD51/MCM6/RFC3/MCM2/HMGA1/HMGB2/GINS4/MCM5/RFC5/BLM/GINS2/MCM8/RFC4/POLQ/DNA2/FANCM/RECQL5/BRIP1/ZGRF1,25
BP,GO:1901890,positive regulation of cell junction assembly,28/2408,108/18888,1.5618787161163686e-4,0.004079816525128211,0.0034084471047989475,AGT/LRRN3/LRRC4B/NLGN3/EPHB1/NRP1/EPHB3/COL16A1/AGRN/CLSTN3/SLITRK3/THBS2/ADGRB1/SLITRK1/EPHA2/S100A10/PTPRJ/EFNA5/LRRTM2/NTRK2/LRRN1/LRRC24/IL1RAP/HOPX/SLITRK4/CLDN1/MYOC/FMN1,28
BP,GO:0045005,DNA-templated DNA replication maintenance of fidelity,18/2408,57/18888,1.654087386347965e-4,0.004302053141906733,0.0035941127464702376,EME1/RAD51/BRCA2/PCNA/RFWD3/BLM/TIMELESS/MCM8/RBBP8/BRCA1/MMS22L/BARD1/POLQ/POLD1/DNA2/FANCM/GEN1/TRAIP,18
BP,GO:0007612,learning,36/2408,153/18888,1.7048558833581494e-4,0.004415064549434795,0.0036885271404572743,FOS/FOSL1/NOG/SLC1A1/ATP1A2/C1QL1/BTG2/NLGN3/PTN/MAP1A/PPP1R1B/NRXN2/FGF13/GPR88/ADCY3/DRD2/MAPK8IP2/ABCA7/ELAVL4/NDRG4/ABCC8/EN1/UBE3A/B3GAT1/SHANK3/NTRK2/JPH3/SLC7A11/SLC12A5/CLN3/CHRNB2/HIF1A/CSMD1/TANC1/TNR/PRKAR2B,36
BP,GO:0090596,sensory organ morphogenesis,57/2408,278/18888,1.7165401749070407e-4,0.004416080720597399,0.003689376091785311,NOG/SOX8/SLC1A1/DLL1/EFEMP1/ZIC1/SOX4/SAMD11/COL8A1/WNT9A/EPHB1/NDP/BCAR3/OTX1/SHROOM2/NTN1/FGFR2/CHRNA9/HMX3/PLS1/GATA3/CRB2/FOXG1/HMX2/ROM1/GSC/CALB1/INSIG1/ZHX2/TFAP2B/FRZB/FZD2/ANKRD24/EPHA2/SPRY2/CRB1/PAX8/TFAP2A/NTRK2/DZANK1/AQP1/CABP4/TMIE/NAGLU/FBN2/RING1/GBX2/VAX2/MFSD2A/HIF1A/TECTA/FOXF2/FSCN2/WNT16/CYP26B1/FAT3/STRC,57
BP,GO:0030239,myofibril assembly,22/2408,77/18888,1.7198855971832757e-4,0.004416080720597399,0.003689376091785311,PGM5/ACTN2/KRT8/PDGFRB/FHOD3/MYBPC2/KLHL41/CFL2/TMOD4/TMOD1/MYH11/MYH7/MYH3/CSRP3/TMOD2/LMOD1/MYOZ2/LDB3/SYNPO2L/CASQ1/TNNT3/MYPN,22
BP,GO:0043410,positive regulation of MAPK cascade,88/2408,475/18888,1.7548150231278022e-4,0.0044866753599801515,0.0037483537670646946,CSPG4/CCL2/P2RX7/ADRA1B/EFNA1/NOD2/MAP3K12/ACKR3/NPNT/BMP2/CHI3L1/BCAR3/LIF/PDGFA/IQGAP3/MAPK8IP1/CD74/IGFBP3/GDF15/WWC1/NRP1/PDGFRB/FGFR2/GADD45A/DOK5/ANKRD6/IL11/SEMA3A/GPR37L1/MAP2K6/APOE/ITGA1/DRD2/MAPK8IP2/FGF1/ABCA7/TGFA/AKAP12/CSF1R/TAOK3/GCNT2/PDGFB/NDRG4/MT3/GPER1/SPRY2/TPD52L1/MTURN/P2RY1/RAMP3/PTPRJ/FGF21/XDH/TNIK/TGFB3/NTRK2/CCL25/PTK2B/PROK1/SEMA7A/RASSF2/BMPER/HLA-DRB1/SPHK1/EDA2R/TMEM106A/GHR/INAVA/TNFAIP8L3/ACTA2/RET/LPAR2/ADRA2A/FGFR3/IQGAP1/EPO/FGF18/FCGR2B/WNT16/SERPINF2/C5AR1/MYOC/DOK2/MAP3K5/JCAD/F2RL1/IL1B/PELI2,88
BP,GO:0032970,regulation of actin filament-based process,74/2408,385/18888,1.7810789032689998e-4,0.004534611857521158,0.003788401895516429,MET/ATP1A2/RGS4/CDC42EP3/ACTN2/ARF6/PDGFA/RND2/PDE4D/MYH9/PRKCD/MYADM/NRP1/WNT11/FGF13/PDGFRB/GPM6B/LIMCH1/SPTB/ARHGEF10L/ARHGAP18/FHOD3/CSF1R/STC1/PTGER4/HIP1R/ECT2/PAK3/CFL2/DSG2/CYFIP2/RND3/CYRIA/S100A10/SHANK3/CARMIL3/RHPN1/TMOD4/TMOD1/EFNA5/PHLDB2/TGFB3/AVIL/SSH3/PTK2B/FAM107A/SVIL/SCN5A/KCNJ2/SIGLEC15/ELN/ADD2/CARMIL1/MTSS1/KIRREL1/KANK3/KANK4/SLIT2/IQGAP2/PDE4B/PICK1/SWAP70/F11R/ACTA2/TMOD2/LMOD1/PPM1E/SYNPO2L/SERPINF2/MYOC/FMN1/TACSTD2/PIK3R2/F2RL1,74
BP,GO:0006271,DNA strand elongation involved in DNA replication,8/2408,15/18888,1.9286087912352855e-4,0.004889590523661224,0.004084965723673499,MCM4/MCM3/GINS1/RFC3/PCNA/POLD3/RFC4/DNA2,8
BP,GO:0043269,regulation of monoatomic ion transport,87/2408,470/18888,1.9614251470145163e-4,0.004951982986228281,0.0041370909619257955,ATP1B2/CXCR4/CCL2/ATP1A2/P2RX7/PLP1/KCNC1/RGS4/MCHR1/NLGN3/KCNN4/MAOB/ACTN2/MYLK/PDE4D/CACNB4/CALM1/NKAIN4/KCNJ10/FGF13/PDGFRB/ATP1A1/HAP1/KCNG1/DRD2/EFHB/ANK3/STC2/CNR1/TF/KCNIP2/SLC6A9/MMP9/NKAIN3/PDGFB/STC1/KCNIP3/BEST3/ABCC8/GPER1/KCNJ9/SHANK3/P2RY1/FXYD5/GSTM2/ATP2B1/KCNJ11/SCN1B/PTK2B/GABRE/CHRM1/SCN5A/KCNAB1/KCNJ2/JPH3/ATP8B1/SLC8A1/GRIN2D/CLIC2/JPH1/SCN4B/NOS1AP/SLN/GPR35/UBASH3B/PDE4B/ADRA2A/CEMIP/JPH2/LYN/ANTKMT/FXYD2/GAL/EPO/GJC2/CASQ1/GRAMD2A/GRIN2B/FXYD7/PCSK9/CXCL10/IL16/KCNJ16/STAC3/GRIN2C/AKAP6/KCNRG,87
BP,GO:0050819,negative regulation of coagulation,17/2408,53/18888,2.0168345437976447e-4,0.005048833976524794,0.004218004276394682,SERPINE1/PLAUR/ADAMTS18/PROS1/PDGFA/PRKCD/PLAU/APOE/SH2B3/PDGFB/PROCR/PLAT/TSPAN8/CEACAM1/UBASH3B/SERPINF2/PROC,17
BP,GO:0051963,regulation of synapse assembly,29/2408,115/18888,2.0248886680792182e-4,0.005048833976524794,0.004218004276394682,LRRN3/LRRC4B/NLGN3/EPHB1/ARF6/NTN1/EPHB3/AGRN/CLSTN3/EFNB3/SLITRK3/NTNG2/THBS2/ADGRB1/SLITRK1/EFNA5/LRRTM2/NTRK2/PTK2B/LRRN1/LRRC24/LHFPL4/EPHA7/CHRNB2/IL1RAP/ROBO2/RAB17/COLQ/SLITRK4,29
BP,GO:0099565,"chemical synaptic transmission, postsynaptic",29/2408,115/18888,2.0248886680792182e-4,0.005048833976524794,0.004218004276394682,P2RX7/RGS4/NLGN3/ABAT/CHRNA9/TMEM25/SLC29A1/DRD2/MAPK8IP2/STX1B/INSYN1/TMEM108/GLRA2/SHANK3/CHRNA5/PTK2B/GRIN2D/CHRNB2/P2RX6/INSYN2A/TRPV1/SYNE1/GRIK2/NPFF/CHRNE/GRIN2B/INSYN2B/GRIN2C/CHRFAM7A,29
